📺央视浙江,#genre#
CCTV-1,http://iptv.4666888.xyz/iptv2A.php?id=7
CCTV-1,http://110.72.52.9:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://120.209.208.163:9003/hls/3/index.m3u8
CCTV-1,http://182.140.125.47:808/hls/1/index.m3u8
CCTV-1,http://120.70.60.179:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://mg.cttv.vip/608807420
CCTV-1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://111.8.224.6:9999/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://112.30.73.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-1,http://112.99.195.122:65000/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://59.39.89.130:60901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://218.104.239.114:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://183.203.166.28:9003/hls/1/index.m3u8
CCTV-1,http://111.193.232.210:7089/rtp/239.3.1.129:8008
CCTV-1,http://106.111.244.12:58099/rtp/239.49.0.207:8000
CCTV-1,http://221.219.104.6:1193/rtp/239.3.1.129:8008
CCTV-1,http://106.111.244.12:58099/rtp/239.49.8.19:9614
CCTV-1,http://61.145.188.90:50055/udp/239.77.1.144:5146
CCTV-1,http://223.86.170.98:4500/rtp/239.11.0.65:5140
CCTV-1,http://222.92.158.110:9889/rtp/239.49.8.19:9614
CCTV-1,http://116.237.154.20:8881/rtp/233.18.204.52:5140
CCTV-1,http://144.123.165.186:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://222.92.158.110:9889/rtp/239.49.0.207:8000
CCTV-2,http://110.72.52.9:8181/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://221.7.175.154:8445/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://112.30.73.119:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2,http://111.8.224.6:9999/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://183.203.166.28:9003/hls/2/index.m3u8
CCTV-2,http://113.26.202.52:1299/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://120.70.60.179:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://112.99.195.122:65000/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://218.104.239.114:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://173.208.212.130:8181/720p/cctv2.m3u8
CCTV-2,http://iptv.4666888.xyz/iptv2A.php?id=8
CCTV-2,http://36.136.38.87:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://111.193.232.210:7089/rtp/239.3.1.60:8084
CCTV-2,http://221.219.104.6:1193/rtp/239.3.1.60:8084
CCTV-2,http://222.92.158.110:9889/rtp/239.49.8.50:9802
CCTV-2,http://61.145.188.90:50055/udp/239.77.1.158:5146
CCTV-2,http://60.30.67.44:8834/rtp/225.1.1.133:5002
CCTV-2,http://60.30.67.45:8834/rtp/225.1.1.133:5002
CCTV-2,http://106.111.244.12:58099/rtp/239.49.8.50:9802
CCTV-2,http://116.237.154.20:8881/rtp/233.18.204.68:5140
CCTV-2,http://223.86.170.98:4500/rtp/239.11.0.108:5140
CCTV-2,http://144.123.165.186:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://59.39.89.130:60901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://112.30.73.119:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://110.72.52.9:8181/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://221.7.175.154:8445/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://112.30.73.119:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,http://113.15.109.216:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
